order_date,store_name,store_type,city,state,product_name,category,quantity,unit_price,total_amount,channel,return_reason
2023-03-11,Patil General,Kirana,Surat,Gujarat,NexaCare Soap 100g,Personal Care,2,280,560,Offline,Damaged
2023-03-04,Mehta Kirana,Kirana,Ahmedabad,Gujarat,NexaGold Groundnut Oil 1L,Edible Oil,33,140,4620,Online,Damaged
2023-03-16,Big Bazaar Vadodara,Supermarket,Rajkot,Gujarat,NexaFresh Mango Juice 1L,Beverages,24,50,1200,Offline,
2023-03-22,Bhat Store,Kirana,Ahmedabad,Gujarat,NexaGold Sunflower Oil 5L,Edible Oil,2,550,1100,Offline,Late Delivery
2023-03-24,Modi Kirana,Kirana,Nashik,Maharashtra,NexaCrunch Namkeen 150g,Snacks,13,70,910,Online,
2023-03-18,Big Bazaar Vadodara,Supermarket,Kolhapur,Maharashtra,NexaGold Toor Dal 1kg,Dal,14,50,700,Offline,
2023-03-03,Star Bazaar Pune,Supermarket,Aurangabad,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,18,280,5040,Online,
2023-03-15,Joshi Traders,Kirana,Ahmedabad,Gujarat,NexaGold Wheat Atta 5kg,Atta,28,140,3920,Online,
2023-03-27,Gokhale Provisions,Kirana,Vadodara,Gujarat,NexaGold Sunflower Oil 5L,Edible Oil,5,140,700,Offline,
2023-03-10,Patil General,Kirana,Vadodara,Gujarat,NexaGold Wheat Atta 10kg,Atta,22,140,3080,Offline,Wrong Item
2023-03-22,Star Bazaar Pune,Supermarket,Nagpur,Maharashtra,NexaGold Toor Dal 1kg,Dal,19,550,10450,Online,
2023-03-12,Parmar General,Kirana,Rajkot,Gujarat,NexaCare Shampoo 200ml,Personal Care,13,140,1820,Offline,
2023-03-11,More Supermarket Viman Nagar,Supermarket,Aurangabad,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,22,70,1540,Offline,
2023-03-27,Gaikwad Store,Kirana,Nagpur,Maharashtra,NexaCrunch Mixture 200g,Snacks,35,550,19250,Online,Damaged
2023-03-11,Gaikwad Store,Kirana,Ahmedabad,Gujarat,NexaGold Multigrain Atta 5kg,Atta,39,110,4290,Offline,Damaged
2023-03-17,Joshi Traders,Kirana,Solapur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,16,70,1120,Online,Late Delivery
2023-03-19,More Supermarket Viman Nagar,Supermarket,Nagpur,Maharashtra,NexaGold Moong Dal 1kg,Dal,6,350,2100,Offline,Damaged
2023-03-13,Reliance Fresh Wakad,Supermarket,Vadodara,Gujarat,NexaGold Wheat Atta 10kg,Atta,19,140,2660,Offline,Wrong Item
2023-03-26,Bhosale Provisions,Kirana,Ahmedabad,Gujarat,NexaGold Wheat Atta 5kg,Atta,5,30,150,Offline,
2023-03-06,Khare Kirana,Kirana,Vadodara,Gujarat,NexaGold Red Chilli 200g,Spices,40,280,11200,Offline,
2023-03-01,Star Bazaar Pune,Supermarket,Solapur,Maharashtra,NexaFresh Mango Juice 1L,Beverages,30,50,1500,Offline,
2023-03-21,More Supermarket Viman Nagar,Supermarket,Solapur,Maharashtra,NexaGold Chana Dal 1kg,Dal,3,140,420,Online,Late Delivery
2023-03-09,Reliance Fresh Wakad,Supermarket,Nagpur,Maharashtra,NexaGold Chana Dal 1kg,Dal,38,550,20900,Online,
2023-03-14,Star Bazaar Pune,Supermarket,Solapur,Maharashtra,NexaGold Garam Masala 100g,Spices,29,30,870,Offline,
2023-03-03,Rajput Provisions,Kirana,Nashik,Maharashtra,NexaCare Shampoo 200ml,Personal Care,31,30,930,Online,
2023-03-10,Bhat Store,Kirana,Pune,Maharashtra,NexaCrunch Namkeen 150g,Snacks,23,350,8050,Offline,
2023-03-18,Reliance Fresh Baner,Supermarket,Rajkot,Gujarat,NexaClean Floor Cleaner 1L,Household,14,30,420,Online,Late Delivery
2023-03-19,More Supermarket Viman Nagar,Supermarket,Rajkot,Gujarat,NexaGold Sunflower Oil 1L,Edible Oil,3,550,1650,Offline,
2023-03-25,Deshpande Store,Kirana,Nashik,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,13,70,910,Offline,
2023-03-10,Yadav General,Kirana,Kolhapur,Maharashtra,NexaGold Moong Dal 1kg,Dal,1,350,350,Offline,
2023-03-20,Kulkarni Store,Kirana,Kolhapur,Maharashtra,NexaClean Floor Cleaner 1L,Household,3,70,210,Offline,Damaged
2023-03-10,Shinde Traders,Kirana,Pune,Maharashtra,NexaCare Shampoo 200ml,Personal Care,18,50,900,Offline,
2023-03-05,Modi Kirana,Kirana,Ahmedabad,Gujarat,NexaGold Multigrain Atta 5kg,Atta,28,550,15400,Offline,Wrong Item
2023-03-26,Deshpande Store,Kirana,Vadodara,Gujarat,NexaGold Wheat Atta 5kg,Atta,16,70,1120,Offline,Late Delivery
2023-03-04,Bhosale Provisions,Kirana,Ahmedabad,Gujarat,NexaGold Garam Masala 100g,Spices,25,50,1250,Offline,Late Delivery
2023-03-23,Modi Kirana,Kirana,Surat,Gujarat,NexaClean Floor Cleaner 1L,Household,6,50,300,Offline,Late Delivery
2023-03-08,Deshpande Store,Kirana,Vadodara,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,13,70,910,Offline,
2023-03-15,Thakur Traders,Kirana,Nagpur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,16,30,480,Offline,Late Delivery
2023-03-19,Pandey Store,Kirana,Nashik,Maharashtra,NexaCrunch Mixture 200g,Snacks,9,350,3150,Offline,
2023-03-05,D-Mart Aundh,Supermarket,Vadodara,Gujarat,NexaCrunch Chips 100g,Snacks,32,280,8960,Offline,Wrong Item
2023-03-02,Big Bazaar Vadodara,Supermarket,Rajkot,Gujarat,NexaGold Wheat Atta 5kg,Atta,40,550,22000,Online,
2023-03-19,Deshmukh Provisions,Kirana,Surat,Gujarat,NexaGold Red Chilli 200g,Spices,36,550,19800,Offline,
2023-03-25,Bhat Store,Kirana,Nashik,Maharashtra,NexaClean Dishwash 500ml,Household,6,280,1680,Online,Late Delivery
2023-03-09,Desai Provisions,Kirana,Solapur,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,21,140,2940,Offline,
2023-03-01,Patel Kirana,Kirana,Aurangabad,Maharashtra,NexaGold Red Chilli 200g,Spices,34,70,2380,Online,Damaged
2023-03-21,Khare Kirana,Kirana,Nagpur,Maharashtra,NexaGold Turmeric 200g,Spices,2,70,140,Offline,
2023-03-04,Nair Kirana,Kirana,Nashik,Maharashtra,NexaFresh Mango Juice 1L,Beverages,38,50,1900,Offline,Damaged
2023-03-19,Deshpande Store,Kirana,Ahmedabad,Gujarat,NexaGold Moong Dal 1kg,Dal,29,280,8120,Offline,
2023-03-16,Mehta Kirana,Kirana,Aurangabad,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,2,350,700,Online,Wrong Item
2023-03-23,Chavan Traders,Kirana,Nashik,Maharashtra,NexaCrunch Chips 100g,Snacks,16,350,5600,Offline,
2023-03-20,Reliance Fresh Baner,Supermarket,Rajkot,Gujarat,NexaGold Toor Dal 1kg,Dal,8,350,2800,Offline,Damaged
2023-03-20,Star Bazaar Pune,Supermarket,Nashik,Maharashtra,NexaClean Dishwash 500ml,Household,32,550,17600,Online,Damaged
2023-03-25,D-Mart Ahmedabad SG Highway,Supermarket,Ahmedabad,Gujarat,NexaGold Groundnut Oil 1L,Edible Oil,36,550,19800,Online,
2023-03-01,Modi Kirana,Kirana,Pune,Maharashtra,NexaGold Garam Masala 100g,Spices,1,550,550,Online,Wrong Item
2023-03-24,Apte Traders,Kirana,Nashik,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,32,280,8960,Offline,Wrong Item
2023-03-09,Sharma Kirana,Kirana,Nagpur,Maharashtra,NexaClean Floor Cleaner 1L,Household,27,280,7560,Online,
2023-03-03,D-Mart Aundh,Supermarket,Rajkot,Gujarat,NexaGold Sunflower Oil 1L,Edible Oil,12,140,1680,Offline,
2023-03-02,Desai Provisions,Kirana,Vadodara,Gujarat,NexaClean Dishwash 500ml,Household,26,50,1300,Offline,
2023-03-10,Sawant Traders,Kirana,Rajkot,Gujarat,NexaCrunch Chips 100g,Snacks,13,50,650,Offline,
2023-03-18,D-Mart Aundh,Supermarket,Vadodara,Gujarat,NexaGold Turmeric 200g,Spices,28,30,840,Offline,Wrong Item
2023-03-27,Pawar General,Kirana,Nashik,Maharashtra,NexaCrunch Namkeen 150g,Snacks,1,550,550,Offline,
2023-03-17,Reliance Fresh Baner,Supermarket,Vadodara,Gujarat,NexaCrunch Chips 100g,Snacks,23,50,1150,Online,
2023-03-04,Star Bazaar Pune,Supermarket,Vadodara,Gujarat,NexaGold Multigrain Atta 5kg,Atta,28,550,15400,Offline,Late Delivery
2023-03-20,Reliance Fresh Rajkot,Supermarket,Aurangabad,Maharashtra,NexaGold Turmeric 200g,Spices,1,110,110,Offline,Damaged
2023-03-09,Patel Kirana,Kirana,Pune,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,6,280,1680,Offline,Late Delivery
2023-03-19,Shinde Traders,Kirana,Surat,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,11,350,3850,Offline,Damaged
2023-03-07,Kulkarni Store,Kirana,Aurangabad,Maharashtra,NexaCrunch Mixture 200g,Snacks,1,140,140,Online,
2023-03-18,Sawant Traders,Kirana,Kolhapur,Maharashtra,NexaGold Wheat Atta 10kg,Atta,29,140,4060,Offline,
2023-03-19,Star Bazaar Pune,Supermarket,Pune,Maharashtra,NexaGold Toor Dal 1kg,Dal,40,50,2000,Offline,
2023-03-05,Pandey Store,Kirana,Vadodara,Gujarat,NexaCrunch Namkeen 150g,Snacks,32,30,960,Offline,
2023-03-01,Shinde Traders,Kirana,Solapur,Maharashtra,NexaGold Garam Masala 100g,Spices,21,140,2940,Online,Late Delivery
2023-03-20,Gupta Store,Kirana,Kolhapur,Maharashtra,NexaCrunch Chips 100g,Snacks,3,350,1050,Online,
2023-03-12,Joshi Traders,Kirana,Kolhapur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,40,30,1200,Online,
2023-03-26,Deshpande Store,Kirana,Pune,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,16,110,1760,Online,
2023-03-11,Kulkarni Store,Kirana,Aurangabad,Maharashtra,NexaCare Shampoo 200ml,Personal Care,9,350,3150,Offline,
2023-03-14,Shah General,Kirana,Kolhapur,Maharashtra,NexaGold Turmeric 200g,Spices,9,70,630,Offline,
2023-03-08,Reliance Fresh Wakad,Supermarket,Surat,Gujarat,NexaCrunch Mixture 200g,Snacks,34,280,9520,Offline,
2023-03-09,Deshmukh Provisions,Kirana,Ahmedabad,Gujarat,NexaGold Multigrain Atta 5kg,Atta,34,30,1020,Offline,Late Delivery
2023-03-09,Sawant Traders,Kirana,Surat,Gujarat,NexaGold Red Chilli 200g,Spices,17,280,4760,Offline,Damaged
2023-03-04,Gupta Store,Kirana,Kolhapur,Maharashtra,NexaGold Moong Dal 1kg,Dal,21,550,11550,Offline,Wrong Item
2023-03-01,Gokhale Provisions,Kirana,Aurangabad,Maharashtra,NexaFresh Mango Juice 1L,Beverages,34,70,2380,Offline,Late Delivery
2023-03-04,Khare Kirana,Kirana,Surat,Gujarat,NexaGold Toor Dal 1kg,Dal,13,280,3640,Offline,Damaged
2023-03-02,Gokhale Provisions,Kirana,Nagpur,Maharashtra,NexaGold Wheat Atta 5kg,Atta,37,30,1110,Online,Wrong Item
2023-03-06,Reliance Fresh Wakad,Supermarket,Solapur,Maharashtra,NexaClean Floor Cleaner 1L,Household,33,350,11550,Online,
2023-03-28,D-Mart Kothrud,Supermarket,Kolhapur,Maharashtra,NexaClean Floor Cleaner 1L,Household,40,140,5600,Online,
2023-03-10,Patel Kirana,Kirana,Ahmedabad,Gujarat,NexaClean Floor Cleaner 1L,Household,12,280,3360,Offline,
2023-03-15,Reliance Fresh Baner,Supermarket,Nagpur,Maharashtra,NexaClean Dishwash 500ml,Household,4,550,2200,Offline,Wrong Item
2023-03-26,Thakur Traders,Kirana,Nashik,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,39,140,5460,Offline,
2023-03-05,Apte Traders,Kirana,Pune,Maharashtra,NexaGold Red Chilli 200g,Spices,3,110,330,Offline,Damaged
2023-03-26,Mehta Kirana,Kirana,Solapur,Maharashtra,NexaClean Dishwash 500ml,Household,9,280,2520,Online,Wrong Item
2023-03-12,Shah General,Kirana,Vadodara,Gujarat,NexaGold Turmeric 200g,Spices,11,550,6050,Online,
2023-03-28,Reliance Fresh Rajkot,Supermarket,Ahmedabad,Gujarat,NexaGold Sunflower Oil 5L,Edible Oil,34,550,18700,Offline,
2023-03-18,Deshmukh Provisions,Kirana,Solapur,Maharashtra,NexaGold Turmeric 200g,Spices,13,140,1820,Online,Wrong Item
2023-03-19,Rajput Provisions,Kirana,Vadodara,Gujarat,NexaGold Wheat Atta 10kg,Atta,24,110,2640,Online,
2023-03-06,Shinde Traders,Kirana,Rajkot,Gujarat,NexaCare Soap 100g,Personal Care,11,550,6050,Offline,Wrong Item
2023-03-02,Pandey Store,Kirana,Rajkot,Gujarat,NexaCrunch Mixture 200g,Snacks,15,350,5250,Offline,Damaged
2023-03-27,Desai Provisions,Kirana,Solapur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,36,280,10080,Offline,
2023-03-25,Bhat Store,Kirana,Solapur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,23,280,6440,Online,
2023-03-07,Big Bazaar Vadodara,Supermarket,Rajkot,Gujarat,NexaGold Wheat Atta 10kg,Atta,38,140,5320,Offline,
2023-03-02,Pandey Store,Kirana,Kolhapur,Maharashtra,NexaGold Wheat Atta 5kg,Atta,15,140,2100,Offline,Wrong Item
2023-03-19,Kulkarni Store,Kirana,Kolhapur,Maharashtra,NexaCare Shampoo 200ml,Personal Care,8,140,1120,Online,Wrong Item
2023-03-21,Patil General,Kirana,Vadodara,Gujarat,NexaClean Dishwash 500ml,Household,35,70,2450,Offline,
2023-03-17,Deshmukh Provisions,Kirana,Surat,Gujarat,NexaCrunch Namkeen 150g,Snacks,26,110,2860,Offline,
2023-03-23,Jadhav Store,Kirana,Nashik,Maharashtra,NexaGold Chana Dal 1kg,Dal,7,110,770,Offline,Damaged
2023-03-06,Big Bazaar Vadodara,Supermarket,Rajkot,Gujarat,NexaCrunch Namkeen 150g,Snacks,5,280,1400,Offline,
2023-03-18,Apte Traders,Kirana,Ahmedabad,Gujarat,NexaGold Garam Masala 100g,Spices,31,110,3410,Offline,Wrong Item
2023-03-19,Joshi Traders,Kirana,Rajkot,Gujarat,NexaCrunch Namkeen 150g,Snacks,3,50,150,Offline,
2023-03-09,Sawant Traders,Kirana,Kolhapur,Maharashtra,NexaGold Garam Masala 100g,Spices,6,50,300,Offline,
2023-03-08,Yadav General,Kirana,Solapur,Maharashtra,NexaFresh Mango Juice 1L,Beverages,16,550,8800,Offline,Late Delivery
2023-03-13,Big Bazaar Vadodara,Supermarket,Nagpur,Maharashtra,NexaGold Chana Dal 1kg,Dal,40,50,2000,Online,
2023-03-16,Deshmukh Provisions,Kirana,Nashik,Maharashtra,NexaCrunch Chips 100g,Snacks,10,350,3500,Offline,
2023-03-25,Mehta Kirana,Kirana,Rajkot,Gujarat,NexaGold Chana Dal 1kg,Dal,7,70,490,Offline,
2023-03-07,Reliance Fresh Wakad,Supermarket,Rajkot,Gujarat,NexaCrunch Mixture 200g,Snacks,30,350,10500,Offline,
2023-03-17,D-Mart Hinjewadi,Supermarket,Ahmedabad,Gujarat,NexaGold Groundnut Oil 1L,Edible Oil,32,70,2240,Offline,
2023-03-22,Khare Kirana,Kirana,Solapur,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,27,280,7560,Offline,Wrong Item
2023-03-27,Parmar General,Kirana,Ahmedabad,Gujarat,NexaGold Sunflower Oil 1L,Edible Oil,3,350,1050,Offline,
2023-03-06,Bhat Store,Kirana,Surat,Gujarat,NexaCrunch Chips 100g,Snacks,36,110,3960,Offline,Damaged
2023-03-28,Khare Kirana,Kirana,Rajkot,Gujarat,NexaGold Moong Dal 1kg,Dal,21,350,7350,Offline,Damaged
2023-03-14,D-Mart Ahmedabad SG Highway,Supermarket,Ahmedabad,Gujarat,NexaGold Multigrain Atta 5kg,Atta,39,280,10920,Offline,Wrong Item
2023-03-13,Gokhale Provisions,Kirana,Vadodara,Gujarat,NexaCrunch Namkeen 150g,Snacks,38,50,1900,Offline,Damaged
2023-03-20,Gupta Store,Kirana,Kolhapur,Maharashtra,NexaCrunch Mixture 200g,Snacks,19,550,10450,Online,Damaged
2023-03-26,Gupta Store,Kirana,Solapur,Maharashtra,NexaGold Chana Dal 1kg,Dal,29,110,3190,Offline,
2023-03-10,Mishra Provisions,Kirana,Vadodara,Gujarat,NexaGold Moong Dal 1kg,Dal,13,280,3640,Online,
2023-03-19,Jadhav Store,Kirana,Rajkot,Gujarat,NexaGold Red Chilli 200g,Spices,27,70,1890,Offline,Late Delivery
2023-03-24,Shinde Traders,Kirana,Rajkot,Gujarat,NexaGold Red Chilli 200g,Spices,17,50,850,Offline,Damaged
2023-03-27,Desai Provisions,Kirana,Nashik,Maharashtra,NexaCrunch Mixture 200g,Snacks,26,350,9100,Offline,Wrong Item
2023-03-09,Desai Provisions,Kirana,Rajkot,Gujarat,NexaGold Sunflower Oil 5L,Edible Oil,23,550,12650,Offline,Wrong Item
2023-03-06,Bhat Store,Kirana,Aurangabad,Maharashtra,NexaClean Floor Cleaner 1L,Household,3,350,1050,Offline,Late Delivery
2023-03-07,Mishra Provisions,Kirana,Solapur,Maharashtra,NexaCare Soap 100g,Personal Care,24,140,3360,Offline,Late Delivery
2023-03-25,Yadav General,Kirana,Surat,Gujarat,NexaCare Shampoo 200ml,Personal Care,22,280,6160,Offline,
2023-03-14,Kulkarni Store,Kirana,Nashik,Maharashtra,NexaCrunch Mixture 200g,Snacks,16,140,2240,Online,
2023-03-08,Bhosale Provisions,Kirana,Kolhapur,Maharashtra,NexaCare Shampoo 200ml,Personal Care,1,70,70,Offline,Late Delivery
2023-03-04,Yadav General,Kirana,Aurangabad,Maharashtra,NexaCrunch Chips 100g,Snacks,12,70,840,Offline,
2023-03-23,Rajput Provisions,Kirana,Aurangabad,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,11,350,3850,Online,Wrong Item
2023-03-19,Yadav General,Kirana,Solapur,Maharashtra,NexaGold Wheat Atta 10kg,Atta,4,550,2200,Offline,
2023-03-28,Gaikwad Store,Kirana,Vadodara,Gujarat,NexaCrunch Mixture 200g,Snacks,11,140,1540,Offline,
2023-03-01,Parmar General,Kirana,Ahmedabad,Gujarat,NexaCrunch Mixture 200g,Snacks,35,140,4900,Offline,
2023-03-03,Shinde Traders,Kirana,Nagpur,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,18,70,1260,Offline,Late Delivery
2023-03-23,D-Mart Aundh,Supermarket,Solapur,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,32,280,8960,Offline,Damaged
2023-03-05,D-Mart Aundh,Supermarket,Pune,Maharashtra,NexaClean Dishwash 500ml,Household,17,140,2380,Offline,Late Delivery
2023-03-09,Desai Provisions,Kirana,Aurangabad,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,21,550,11550,Offline,Late Delivery
2023-03-08,Apte Traders,Kirana,Vadodara,Gujarat,NexaGold Sunflower Oil 1L,Edible Oil,31,30,930,Offline,Late Delivery
2023-03-27,Apte Traders,Kirana,Aurangabad,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,35,280,9800,Online,
2023-03-27,Gupta Store,Kirana,Rajkot,Gujarat,NexaClean Floor Cleaner 1L,Household,30,70,2100,Offline,Damaged
2023-03-18,Sharma Kirana,Kirana,Aurangabad,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,7,280,1960,Offline,
2023-03-01,Patil General,Kirana,Solapur,Maharashtra,NexaCare Shampoo 200ml,Personal Care,5,350,1750,Offline,
2023-03-15,Jadhav Store,Kirana,Vadodara,Gujarat,NexaCare Soap 100g,Personal Care,22,350,7700,Online,
2023-03-23,Reliance Fresh Baner,Supermarket,Nashik,Maharashtra,NexaCare Soap 100g,Personal Care,13,550,7150,Offline,
2023-03-04,Sharma Kirana,Kirana,Kolhapur,Maharashtra,NexaCrunch Chips 100g,Snacks,20,30,600,Offline,Wrong Item
2023-03-05,Jadhav Store,Kirana,Kolhapur,Maharashtra,NexaGold Red Chilli 200g,Spices,26,110,2860,Offline,
2023-03-07,Yadav General,Kirana,Aurangabad,Maharashtra,NexaClean Dishwash 500ml,Household,26,30,780,Online,
2023-03-16,Modi Kirana,Kirana,Pune,Maharashtra,NexaCare Soap 100g,Personal Care,25,110,2750,Offline,Late Delivery
2023-03-17,Bhosale Provisions,Kirana,Vadodara,Gujarat,NexaGold Chana Dal 1kg,Dal,17,110,1870,Offline,Late Delivery
2023-03-23,Big Bazaar Vadodara,Supermarket,Vadodara,Gujarat,NexaGold Moong Dal 1kg,Dal,1,550,550,Offline,
2023-03-06,Reliance Fresh Wakad,Supermarket,Kolhapur,Maharashtra,NexaGold Wheat Atta 5kg,Atta,40,550,22000,Offline,Late Delivery
2023-03-22,Shah General,Kirana,Ahmedabad,Gujarat,NexaGold Groundnut Oil 1L,Edible Oil,5,550,2750,Online,
2023-03-21,More Supermarket Viman Nagar,Supermarket,Solapur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,27,110,2970,Offline,
2023-03-01,Parmar General,Kirana,Rajkot,Gujarat,NexaGold Red Chilli 200g,Spices,20,50,1000,Online,
2023-03-21,Pandey Store,Kirana,Pune,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,25,550,13750,Offline,
2023-03-09,Joshi Traders,Kirana,Solapur,Maharashtra,NexaClean Dishwash 500ml,Household,36,110,3960,Offline,Damaged
2023-03-23,Deshmukh Provisions,Kirana,Rajkot,Gujarat,NexaGold Moong Dal 1kg,Dal,25,110,2750,Offline,
2023-03-08,Reliance Fresh Baner,Supermarket,Nashik,Maharashtra,NexaCare Shampoo 200ml,Personal Care,38,140,5320,Offline,
2023-03-07,Patel Kirana,Kirana,Solapur,Maharashtra,NexaFresh Mango Juice 1L,Beverages,34,70,2380,Online,
2023-03-20,Mehta Kirana,Kirana,Kolhapur,Maharashtra,NexaGold Turmeric 200g,Spices,15,140,2100,Online,
2023-03-25,Mehta Kirana,Kirana,Ahmedabad,Gujarat,NexaGold Groundnut Oil 1L,Edible Oil,27,350,9450,Online,
2023-03-03,Sharma Kirana,Kirana,Kolhapur,Maharashtra,NexaGold Red Chilli 200g,Spices,30,70,2100,Offline,
2023-03-02,D-Mart Aundh,Supermarket,Pune,Maharashtra,NexaGold Turmeric 200g,Spices,10,30,300,Offline,
2023-03-04,Gaikwad Store,Kirana,Kolhapur,Maharashtra,NexaClean Dishwash 500ml,Household,20,50,1000,Offline,
2023-03-07,Jadhav Store,Kirana,Kolhapur,Maharashtra,NexaCare Shampoo 200ml,Personal Care,9,30,270,Online,Damaged
2023-03-24,Patil General,Kirana,Pune,Maharashtra,NexaClean Floor Cleaner 1L,Household,26,280,7280,Offline,Late Delivery
2023-03-08,Shah General,Kirana,Nashik,Maharashtra,NexaGold Moong Dal 1kg,Dal,11,110,1210,Online,
2023-03-24,Reliance Fresh Baner,Supermarket,Kolhapur,Maharashtra,NexaGold Chana Dal 1kg,Dal,5,140,700,Offline,
2023-03-06,Apte Traders,Kirana,Vadodara,Gujarat,NexaGold Toor Dal 1kg,Dal,13,110,1430,Offline,Late Delivery
2023-03-24,Gaikwad Store,Kirana,Rajkot,Gujarat,NexaClean Dishwash 500ml,Household,24,110,2640,Offline,Damaged
2023-03-25,Apte Traders,Kirana,Nashik,Maharashtra,NexaCrunch Mixture 200g,Snacks,11,30,330,Online,
2023-03-04,D-Mart Hinjewadi,Supermarket,Surat,Gujarat,NexaGold Garam Masala 100g,Spices,4,550,2200,Offline,Damaged
2023-03-13,Shinde Traders,Kirana,Ahmedabad,Gujarat,NexaGold Multigrain Atta 5kg,Atta,8,50,400,Offline,Late Delivery
2023-03-07,Parmar General,Kirana,Aurangabad,Maharashtra,NexaGold Moong Dal 1kg,Dal,6,350,2100,Offline,
2023-03-07,Gupta Store,Kirana,Nashik,Maharashtra,NexaGold Toor Dal 1kg,Dal,10,550,5500,Offline,
2023-03-14,Pandey Store,Kirana,Aurangabad,Maharashtra,NexaClean Dishwash 500ml,Household,21,50,1050,Offline,
2023-03-02,Patil General,Kirana,Solapur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,33,350,11550,Offline,
2023-03-12,Gaikwad Store,Kirana,Ahmedabad,Gujarat,NexaGold Turmeric 200g,Spices,28,280,7840,Offline,
2023-03-07,D-Mart Hinjewadi,Supermarket,Surat,Gujarat,NexaGold Sunflower Oil 1L,Edible Oil,22,140,3080,Offline,
2023-03-10,Reliance Fresh Wakad,Supermarket,Nagpur,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,6,550,3300,Online,
2023-03-24,Kulkarni Store,Kirana,Vadodara,Gujarat,NexaGold Wheat Atta 10kg,Atta,39,70,2730,Offline,
2023-03-03,Nair Kirana,Kirana,Kolhapur,Maharashtra,NexaGold Toor Dal 1kg,Dal,35,70,2450,Online,
2023-03-22,Shinde Traders,Kirana,Kolhapur,Maharashtra,NexaGold Wheat Atta 10kg,Atta,4,50,200,Online,
2023-03-11,Bhat Store,Kirana,Ahmedabad,Gujarat,NexaGold Wheat Atta 5kg,Atta,20,550,11000,Online,Late Delivery
2023-03-13,Joshi Traders,Kirana,Kolhapur,Maharashtra,NexaClean Dishwash 500ml,Household,6,350,2100,Offline,Damaged
2023-03-17,Apte Traders,Kirana,Surat,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,30,140,4200,Offline,
2023-03-07,Mehta Kirana,Kirana,Vadodara,Gujarat,NexaFresh Mango Juice 1L,Beverages,36,280,10080,Online,Damaged
2023-03-03,Bhat Store,Kirana,Aurangabad,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,3,350,1050,Online,
2023-03-08,Nair Kirana,Kirana,Solapur,Maharashtra,NexaFresh Mango Juice 1L,Beverages,29,550,15950,Offline,
2023-03-12,Joshi Traders,Kirana,Nagpur,Maharashtra,NexaCrunch Chips 100g,Snacks,38,350,13300,Online,Damaged
2023-03-16,Pandey Store,Kirana,Kolhapur,Maharashtra,NexaGold Wheat Atta 5kg,Atta,7,350,2450,Online,
2023-03-08,Jadhav Store,Kirana,Ahmedabad,Gujarat,NexaGold Chana Dal 1kg,Dal,9,140,1260,Offline,
2023-03-11,Deshmukh Provisions,Kirana,Nashik,Maharashtra,NexaGold Moong Dal 1kg,Dal,34,350,11900,Offline,
2023-03-23,Gupta Store,Kirana,Aurangabad,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,3,50,150,Online,
2023-03-03,Deshmukh Provisions,Kirana,Solapur,Maharashtra,NexaGold Garam Masala 100g,Spices,24,280,6720,Online,Late Delivery
2023-03-04,Chavan Traders,Kirana,Solapur,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,40,110,4400,Offline,
2023-03-24,Reliance Fresh Rajkot,Supermarket,Vadodara,Gujarat,NexaGold Turmeric 200g,Spices,40,350,14000,Offline,
2023-03-04,Desai Provisions,Kirana,Vadodara,Gujarat,NexaGold Toor Dal 1kg,Dal,39,50,1950,Offline,
2023-03-01,Sharma Kirana,Kirana,Aurangabad,Maharashtra,NexaClean Dishwash 500ml,Household,36,350,12600,Offline,Wrong Item
2023-03-20,Bhosale Provisions,Kirana,Kolhapur,Maharashtra,NexaCrunch Mixture 200g,Snacks,17,50,850,Offline,
